Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
101.440453	1.944726	0.984552	2.179748	106.034494	8.064535	0.087887	-27.251923	-27.251923	-27.251923	10.043061	24.614583	2.830000	0.988442	0.350919	5.552116
102.901655	1.938605	0.535252	2.011140	106.229661	8.393194	0.097182	-32.519612	-32.519612	-32.519612	9.977268	26.943385	2.830000	0.944514	0.337178	8.176442
104.383905	1.750708	0.181893	1.760131	106.394697	8.800795	0.108506	-37.815802	-37.815802	-37.815802	9.865971	29.539175	2.830000	0.894882	0.321562	10.465338
105.887506	1.491886	-0.022576	1.492057	106.530068	9.293904	0.120464	-43.116364	-43.116364	-43.116364	9.712334	32.392952	2.830000	0.841881	0.304501	12.323537
107.412766	1.244283	-0.106841	1.248862	106.636899	9.876973	0.132109	-48.398350	-48.398350	-48.398350	9.521250	35.470642	2.830000	0.787980	0.286525	13.644969
108.959997	1.038963	-0.117663	1.045605	106.716906	10.549575	0.142835	-53.640948	-53.640948	-53.640948	9.298912	38.703154	2.830000	0.735595	0.268257	14.315577
110.529514	0.878324	-0.089833	0.882906	106.772282	11.301959	0.152269	-58.826220	-58.826220	-58.826220	9.052299	41.977801	2.830000	0.686915	0.250399	14.220601
112.121640	0.755171	-0.043763	0.756438	106.805576	12.108848	0.160199	-63.939588	-63.939588	-63.939588	8.788631	45.135398	2.830000	0.643776	0.233713	13.259773
113.736699	0.661111	0.009746	0.661183	106.819551	12.922800	0.166526	-68.970048	-68.970048	-68.970048	8.514901	47.978554	2.830000	0.607578	0.218993	11.373879
115.375023	0.589089	0.065310	0.592698	106.817068	13.671245	0.171233	-73.910141	-73.910141	-73.910141	8.237497	50.295239	2.830000	0.579261	0.207004	8.582406
117.036946	0.533760	0.120401	0.547171	106.800964	14.264199	0.174357	-78.755731	-78.755731	-78.755731	7.961964	51.896177	2.830000	0.559314	0.198399	5.021500
118.722808	0.491223	0.173956	0.521115	106.773976	14.617410	0.175976	-83.505649	-83.505649	-83.505649	7.692877	52.656274	2.830000	0.547825	0.193605	0.957522
120.432955	0.458672	0.225650	0.511173	106.738665	14.683861	0.176191	-88.161261	-88.161261	-88.161261	7.433830	52.544482	2.830000	0.544545	0.192729	-3.249455
122.167735	0.434098	0.275520	0.514152	106.697385	14.473340	0.175119	-92.726013	-92.726013	-92.726013	7.187486	51.629142	2.830000	0.548957	0.195532	-7.229166
123.927504	0.416068	0.323777	0.527204	106.652252	14.044827	0.172884	-97.204996	-97.204996	-97.204996	6.955687	50.057070	2.830000	0.560343	0.201498	-10.689323
125.712621	0.403576	0.370702	0.547990	106.605140	13.479011	0.169611	-101.604542	-101.604542	-101.604542	6.739578	48.016707	2.830000	0.577851	0.209956	-13.461696
127.523453	0.395927	0.416595	0.574725	106.557682	12.851390	0.165423	-105.931878	-105.931878	-105.931878	6.539740	45.700456	2.830000	0.600540	0.220210	-15.495817
129.360368	0.392673	0.461754	0.606143	106.511288	12.218394	0.160441	-110.194839	-110.194839	-110.194839	6.356316	43.277355	2.830000	0.627426	0.231618	-16.823225
131.223743	0.393564	0.506456	0.641397	106.467151	11.615679	0.154779	-114.401635	-114.401635	-114.401635	6.189117	40.879601	2.830000	0.657511	0.243636	-17.518775
133.113960	0.398517	0.550948	0.679971	106.426275	11.062424	0.148547	-118.560672	-118.560672	-118.560672	6.037722	38.600569	2.830000	0.689808	0.255821	-17.672309
135.031404	0.407603	0.595441	0.721588	106.389485	10.566790	0.141851	-122.680418	-122.680418	-122.680418	5.901550	36.499720	2.830000	0.723358	0.267820	-17.372305
136.976468	0.421038	0.640094	0.766155	106.357451	10.130408	0.134794	-126.769300	-126.769300	-126.769300	5.779915	34.610252	2.830000	0.757242	0.279357	-16.698340
138.949549	0.439191	0.685001	0.813704	106.330704	9.751447	0.127478	-130.835639	-130.835639	-130.835639	5.672079	32.946833	2.830000	0.790590	0.290213	-15.718734
140.951052	0.462592	0.730159	0.864363	106.309646	9.426517	0.120004	-134.887606	-134.887606	-134.887606	5.577276	31.512132	2.830000	0.822586	0.300217	-14.490830
142.981386	0.491943	0.775431	0.918314	106.294566	9.151765	0.112479	-138.933185	-138.933185	-138.933185	5.494738	30.301806	2.830000	0.852477	0.309230	-13.062385
145.040966	0.528132	0.820481	0.975763	106.285652	8.923471	0.105015	-142.980164	-142.980164	-142.980164	5.423708	29.308029	2.830000	0.879575	0.317141	-11.473285
147.130213	0.572244	0.864685	1.036891	106.282993	8.738346	0.097733	-147.036120	-147.036120	-147.036120	5.363445	28.521881	2.830000	0.903266	0.323860	-9.757239
149.249555	0.625539	0.906996	1.101790	106.286592	8.593674	0.090769	-151.108408	-151.108408	-151.108408	5.313230	27.934871	2.830000	0.923011	0.329312	-7.943317
151.399424	0.689388	0.945768	1.170356	106.296367	8.487352	0.084274	-155.204163	-155.204163	-155.204163	5.272361	27.539877	2.830000	0.938359	0.333437	-6.057298
153.580262	0.765122	0.978526	1.242145	106.312154	8.417902	0.078415	-159.330281	-159.330281	-159.330281	5.240149	27.331670	2.830000	0.948951	0.336188	-4.122852
155.792513	0.853704	1.001712	1.316145	106.333710	8.384450	0.073371	-163.493408	-163.493408	-163.493408	5.215912	27.307161	2.830000	0.954528	0.337530	-2.162602
158.036631	0.955166	1.010494	1.390482	106.360713	8.386702	0.069320	-167.699920	-167.699920	-167.699920	5.198964	27.465444	2.830000	0.954947	0.337439	-0.199091
160.313075	1.067719	0.998814	1.462072	106.392764	8.424909	0.066413	-171.955891	-171.955891	-171.955891	5.188607	27.807654	2.830000	0.950181	0.335909	1.744291
162.622309	1.186608	0.960028	1.526333	106.429384	8.499831	0.064745	-176.267056	-176.267056	-176.267056	5.184124	28.336641	2.830000	0.940339	0.332948	3.642401
164.964807	1.303104	0.888509	1.577189	106.470021	8.612666	0.064323	179.361240	-180.638760	179.361240	5.184762	29.056384	2.830000	0.925667	0.328586	5.467435
167.341048	1.404523	0.782315	1.607701	106.514046	8.764955	0.065056	174.924103	-185.075897	174.924103	5.189731	29.971083	2.830000	0.906560	0.322877	7.188020
169.751517	1.476360	0.646098	1.611546	106.560757	8.958409	0.066771	170.417157	-189.582843	170.417157	5.198193	31.083771	2.830000	0.883561	0.315904	8.768334
172.196708	1.506727	0.492233	1.585093	106.609388	9.194632	0.069239	165.836625	-194.163375	165.836625	5.209262	32.394308	2.830000	0.857362	0.307788	10.167349
174.677121	1.491145	0.338351	1.529050	106.659110	9.474663	0.072219	161.179410	-198.820590	161.179410	5.222000	33.896597	2.830000	0.828799	0.298691	11.338363
177.193263	1.434487	0.201821	1.448615	106.709051	9.798267	0.075478	156.443184	-203.556816	156.443184	5.235427	35.574950	2.830000	0.798831	0.288827	12.229140
179.745648	1.348594	0.094494	1.351901	106.758302	10.162877	0.078805	151.626466	-208.373534	151.626466	5.248531	37.399720	2.830000	0.768522	0.278464	12.783183
182.334800	1.247473	0.020715	1.247645	106.805942	10.562131	0.082022	146.728701	-213.271299	146.728701	5.260288	39.322723	2.830000	0.739001	0.267938	12.942900
184.961247	1.143212	-0.021316	1.143411	106.851054	10.984071	0.084976	141.750311	-218.249689	141.750311	5.269683	41.273563	2.830000	0.711423	0.257646	12.655664
187.625527	1.044166	-0.036751	1.044812	106.892758	11.409372	0.087545	136.692723	-223.307277	136.692723	5.275749	43.158673	2.830000	0.686913	0.248042	11.883646
190.328185	0.955036	-0.031659	0.955561	106.930233	11.810439	0.089627	131.558370	-228.441630	131.558370	5.277598	44.865323	2.830000	0.666510	0.239619	10.617519
193.069773	0.877822	-0.011601	0.877898	106.962753	12.152727	0.091147	126.350641	-233.649359	126.350641	5.274465	46.272372	2.830000	0.651100	0.232870	8.891979
195.850852	0.812851	0.018933	0.813071	106.989713	12.399594	0.092049	121.073793	-238.926207	121.073793	5.265750	47.267667	2.830000	0.641359	0.228233	6.797836
198.671992	0.759582	0.056576	0.761686	107.010659	12.520629	0.092298	115.732807	-244.267193	115.732807	5.251051	47.768785	2.830000	0.637699	0.226027	4.482916
201.533769	0.717126	0.098921	0.723917	107.025311	12.500759	0.091881	110.333203	-249.666797	110.333203	5.230199	47.740925	2.830000	0.640228	0.226386	2.135809
204.436768	0.684543	0.144294	0.699585	107.033586	12.345558	0.090803	104.880812	-255.119188	104.880812	5.203272	47.205323	2.830000	0.648727	0.229232	-0.045699
207.381584	0.661002	0.191546	0.688196	107.035603	12.079542	0.089092	99.381519	-260.618481	99.381519	5.170606	46.234766	2.830000	0.662653	0.234280	-1.890188
210.368818	0.645859	0.239881	0.688968	107.031689	11.738522	0.086793	93.840982	-266.159018	93.840982	5.132783	44.938132	2.830000	0.681159	0.241087	-3.278141
213.399082	0.638685	0.288719	0.700911	107.022370	11.360318	0.083972	88.264359	-271.735641	88.264359	5.090609	43.439939	2.830000	0.703141	0.249113	-4.150066
216.472995	0.639274	0.337580	0.722933	107.008354	10.977879	0.080712	82.656039	-277.343961	82.656039	5.045077	41.861605	2.830000	0.727300	0.257791	-4.499532
219.591187	0.647643	0.385989	0.753943	106.990507	10.616179	0.077115	77.019408	-282.980592	77.019408	4.997322	40.308657	2.830000	0.752223	0.266574	-4.358661
222.754295	0.664017	0.433377	0.792927	106.969821	10.292159	0.073300	71.356655	-288.643345	71.356655	4.948565	38.864884	2.830000	0.776460	0.274967	-3.783023
225.962966	0.688801	0.478973	0.838965	106.947372	10.016214	0.069401	65.668623	-294.331377	65.668623	4.900067	37.592039	2.830000	0.798612	0.282542	-2.839705
229.217857	0.722535	0.521684	0.891185	106.924285	9.794104	0.065568	59.954724	-300.045276	59.954724	4.853070	36.532883	2.830000	0.817408	0.288949	-1.599460
232.519632	0.765783	0.559947	0.948665	106.901687	9.628658	0.061961	54.212898	-305.787102	54.212898	4.808751	35.715535	2.830000	0.831775	0.293914	-0.132404
235.868968	0.818956	0.591574	1.010271	106.880667	9.521067	0.058744	48.439638	-311.560362	48.439638	4.768182	35.157781	2.830000	0.840891	0.297236	1.493742
239.266550	0.881983	0.613625	1.074444	106.862233	9.471761	0.056073	42.630056	-317.369944	42.630056	4.732292	34.870569	2.830000	0.844226	0.298783	3.213757
242.713072	0.953824	0.622397	1.138929	106.847274	9.480932	0.054080	36.778004	-323.221996	36.778004	4.701845	34.860365	2.830000	0.841569	0.298494	4.964036
246.209240	1.031810	0.613696	1.200522	106.836529	9.548761	0.052849	30.876235	-329.123765	30.876235	4.677410	35.130218	2.830000	0.833041	0.296374	6.681191
249.755769	1.110967	0.583612	1.254930	106.830552	9.675381	0.052400	24.916597	-335.083403	24.916597	4.659351	35.679452	2.830000	0.819090	0.292495	8.300472
253.353383	1.183751	0.529936	1.296957	106.829689	9.860534	0.052678	18.890276	-341.109724	18.890276	4.647809	36.501881	2.830000	0.800476	0.287003	9.754368
257.002820	1.240792	0.453980	1.321235	106.834060	10.102887	0.053566	12.788056	-347.211944	12.788056	4.642695	37.582442	2.830000	0.778243	0.280118	10.971830
260.704825	1.273087	0.361907	1.323529	106.843544	10.398875	0.054905	6.600627	-353.399373	6.600627	4.643683	38.892305	2.830000	0.753677	0.272145	11.878818
264.460155	1.275101	0.264297	1.302205	106.857777	10.741018	0.056515	0.318906	-359.681094	0.318906	4.650210	40.382929	2.830000	0.728239	0.263476	12.401245
268.269580	1.247090	0.173471	1.259097	106.876155	11.115746	0.058217	-6.065617	-366.065617	-6.065617	4.661483	41.980403	2.830000	0.703499	0.254594	12.471732
272.133877	1.195025	0.099798	1.199185	106.897856	11.501196	0.059847	-12.560524	-372.560524	-12.560524	4.676496	43.582571	2.830000	0.681031	0.246061	12.041585
276.053838	1.128178	0.049131	1.129247	106.921869	11.866112	0.061263	-19.172126	-379.172126	-19.172126	4.694059	45.062546	2.830000	0.662316	0.238494	11.098289
280.030263	1.056040	0.022501	1.056279	106.947035	12.171709	0.062347	-25.905151	-385.905151	-25.905151	4.712849	46.281946	2.830000	0.648614	0.232506	9.685582
284.063968	0.986219	0.017501	0.986374	106.972113	12.378260	0.063009	-32.762497	-392.762497	-32.762497	4.731472	47.114319	2.830000	0.640845	0.228627	7.918163
288.155776	0.923777	0.030090	0.924267	106.995847	12.455972	0.063186	-39.745073	-399.745073	-39.745073	4.748546	47.473697	2.830000	0.639479	0.227200	5.979419
292.306525	0.871547	0.055964	0.873342	107.017046	12.395768	0.062846	-46.851778	-406.851778	-46.851778	4.762798	47.337948	2.830000	0.644450	0.228304	4.094502
296.517063	0.830822	0.091268	0.835820	107.034672	12.213609	0.061988	-54.079623	-414.079623	-54.079623	4.773168	46.756410	2.830000	0.655119	0.231709	2.484497
300.788252	0.802009	0.132816	0.812932	107.047916	11.945311	0.060646	-61.424025	-421.424025	-61.424025	4.778900	45.838032	2.830000	0.670286	0.236913	1.320789
305.120965	0.785112	0.178023	0.805042	107.056264	11.635305	0.058885	-68.879264	-428.879264	-68.879264	4.779618	44.725785	2.830000	0.688276	0.243225	0.698612
309.516090	0.780030	0.224709	0.811752	107.059543	11.325822	0.056806	-76.439055	-436.439055	-76.439055	4.775371	43.568465	2.830000	0.707093	0.249871	0.635313
313.974523	0.786690	0.270846	0.832009	107.057937	11.050652	0.054543	-84.097222	-444.097222	-84.097222	4.766632	42.499225	2.830000	0.724614	0.256093	1.085468
318.497179	0.805048	0.314310	0.864230	107.051968	10.833656	0.052255	-91.848365	-451.848365	-91.848365	4.754256	41.624386	2.830000	0.738828	0.261223	1.961190
323.084981	0.834954	0.352633	0.906365	107.042458	10.690085	0.050118	-99.688486	-459.688486	-99.688486	4.739392	41.020882	2.830000	0.748058	0.264731	3.149635
327.738869	0.875851	0.382813	0.955856	107.030446	10.628754	0.048305	-107.615477	-467.615477	-107.615477	4.723377	40.738424	2.830000	0.751164	0.266259	4.524877
332.459793	0.926284	0.401281	1.009469	107.017104	10.653825	0.046961	-115.629443	-475.629443	-115.629443	4.707602	40.802537	2.830000	0.747683	0.265632	5.954663
337.248720	0.983245	0.404183	1.063078	107.003633	10.765659	0.046181	-123.732818	-483.732818	-123.732818	4.693387	41.215805	2.830000	0.737894	0.262873	7.303959
342.106630	1.041566	0.388224	1.111566	106.991163	10.960485	0.045980	-131.930278	-491.930278	-131.930278	4.681873	41.955999	2.830000	0.722797	0.258200	8.437727
347.034515	1.093831	0.352151	1.149120	106.980671	11.228825	0.046294	-140.228464	-500.228464	-140.228464	4.673934	42.971187	2.830000	0.704019	0.252030	9.225675
352.033384	1.131480	0.298465	1.170183	106.972905	11.552841	0.046992	-148.635565	-508.635565	-148.635565	4.670130	44.173762	2.830000	0.683629	0.244961	9.552085
357.104260	1.147327	0.234261	1.170999	106.968347	11.903437	0.047905	-157.160800	-517.160800	-157.160800	4.670684	45.437726	2.830000	0.663915	0.237746	9.333546
362.248179	1.138494	0.169964	1.151111	106.967187	12.239149	0.048851	-165.813863	-525.813863	-165.813863	4.675508	46.605730	2.830000	0.647104	0.231225	8.545007
367.466194	1.107823	0.116102	1.113890	106.969339	12.510108	0.049664	-174.604386	-534.604386	-174.604386	4.684242	47.511715	2.830000	0.635079	0.226217	7.248010
372.759372	1.062658	0.079966	1.065663	106.974462	12.669521	0.050208	176.458527	-543.541473	176.458527	4.696322	48.018628	2.830000	0.629116	0.223371	5.605552
378.128796	1.011943	0.064166	1.013975	106.982012	12.690148	0.050389	167.366663	-552.633337	167.366663	4.711059	48.059347	2.830000	0.629677	0.223008	3.864206
383.575563	0.963609	0.067316	0.965957	106.991290	12.576621	0.050157	158.112932	-561.887068	158.112932	4.727713	47.661080	2.830000	0.636296	0.225021	2.297948
389.100789	0.923356	0.085715	0.927326	107.001499	12.364523	0.049514	148.691484	-571.308516	148.691484	4.745548	46.939024	2.830000	0.647605	0.228881	1.135403
394.705603	0.894650	0.114821	0.901988	107.011789	12.106816	0.048514	139.097732	-580.902268	139.097732	4.763871	46.062472	2.830000	0.661494	0.233753	0.506125
400.391152	0.879264	0.150057	0.891977	107.021292	11.857209	0.047258	129.328341	-590.671659	129.328341	4.782033	45.211107	2.830000	0.675427	0.238673	0.425597
406.158599	0.877814	0.187039	0.897520	107.029157	11.659027	0.045889	119.381224	-600.618776	119.381224	4.799412	44.539272	2.830000	0.686858	0.242730	0.811764
412.009123	0.890019	0.221467	0.917160	107.034575	11.541233	0.044575	109.255597	-610.744403	109.255597	4.815381	44.155298	2.830000	0.693696	0.245208	1.514108
417.943921	0.914597	0.248981	0.947882	107.036820	11.518535	0.043484	98.952078	-621.047922	98.952078	4.829299	44.112693	2.830000	0.694725	0.245691	2.341586
423.964207	0.948848	0.265235	0.985222	107.035319	11.592090	0.042747	88.472772	-631.527228	88.472772	4.840546	44.406395	2.830000	0.689891	0.244132	3.086278
430.071212	0.988113	0.266499	1.023421	107.029739	11.748838	0.042423	77.821221	-642.178779	77.821221	4.848612	44.970014	2.830000	0.680370	0.240875	3.546909
436.266186	1.025620	0.250945	1.055874	107.020105	11.959660	0.042485	67.002060	-652.997940	67.002060	4.853264	45.676121	2.830000	0.668368	0.236629	3.558876
442.550395	1.053441	0.220296	1.076229	107.006914	12.178970	0.042818	56.020233	-663.979767	56.020233	4.854738	46.348179	2.830000	0.656679	0.232368	3.034083
448.925126	1.064924	0.180702	1.080146	106.991201	12.350560	0.043260	44.879719	-675.120281	44.879719	4.853912	46.794372	2.830000	0.648068	0.229139	2.002691
455.391681	1.057624	0.141486	1.067046	106.974526	12.423280	0.043637	33.581851	-686.418149	33.581851	4.852383	46.863725	2.830000	0.644629	0.227798	0.632268
461.951385	1.034661	0.111841	1.040688	106.958818	12.372123	0.043805	22.123537	-697.876463	22.123537	4.852375	46.504016	2.830000	0.647270	0.228740	-0.805341
468.605578	1.003324	0.097516	1.008052	106.946079	12.210861	0.043674	10.495824	-709.504176	10.495824	4.856429	45.787414	2.830000	0.655475	0.231761	-2.021769
475.355621	0.972073	0.099534	0.977156	106.937940	11.985534	0.043226	-1.316615	-721.316615	-1.316615	4.866883	44.884476	2.830000	0.667409	0.236118	-2.811963
482.202895	0.948022	0.115033	0.954975	106.935157	11.754098	0.042513	-13.334531	-733.334531	-13.334531	4.885205	44.001528	2.830000	0.680366	0.240767	-3.112711
489.148802	0.935830	0.138856	0.946075	106.937145	11.566676	0.041653	-25.581328	-745.581328	-25.581328	4.911287	43.315319	2.830000	0.691460	0.244668	-3.003458
496.194760	0.937576	0.164803	0.951950	106.941710	11.454421	0.040803	-38.078460	-758.078460	-38.078460	4.942922	42.927676	2.830000	0.698438	0.247066	-2.669900
503.342213	0.952792	0.186355	0.970845	106.945165	11.425250	0.040125	-50.839634	-770.839634	-50.839634	4.975697	42.842058	2.830000	0.700391	0.247697	-2.353889
510.592621	0.978216	0.197339	0.997923	106.942948	11.462129	0.039735	-63.865201	-783.865201	-63.865201	5.003603	42.956643	2.830000	0.698166	0.246900	-2.296009
517.947468	1.007481	0.193214	1.025841	106.930772	11.523542	0.039657	-77.138897	-797.138897	-77.138897	5.020493	43.077958	2.830000	0.694251	0.245584	-2.666249
525.408258	1.031686	0.173187	1.046121	106.906080	11.551434	0.039809	-90.629246	-810.629246	-90.629246	5.022169	42.970588	2.830000	0.692040	0.244991	-3.489455
532.976517	1.042002	0.142138	1.051652	106.869325	11.492237	0.040028	-104.296895	-824.296895	-104.296895	5.008407	42.448475	2.830000	0.694648	0.246253	-4.603820
540.653794	1.033906	0.110078	1.039749	106.824518	11.324538	0.040132	-118.106947	-838.106947	-118.106947	4.983979	41.471621	2.830000	0.703712	0.249900	-5.705985
548.441658	1.010089	0.088040	1.013919	106.778582	11.072233	0.039981	-132.042729	-852.042729	-132.042729	4.957966	40.179291	2.830000	0.718704	0.255594	-6.484543
556.341702	0.979242	0.082988	0.982752	106.739500	10.790383	0.039520	-146.116127	-866.116127	-146.116127	4.941395	38.827328	2.830000	0.737067	0.262271	-6.759257
564.355543	0.951837	0.095508	0.956617	106.713665	10.537315	0.038792	-160.370073	-880.370073	-160.370073	4.943828	37.675026	2.830000	0.755105	0.268569	-6.540274
572.484820	0.936396	0.120860	0.944163	106.703129	10.353634	0.037930	-174.870726	-894.870726	-174.870726	4.969781	36.890514	2.830000	0.769294	0.273334	-6.002279
580.731195	0.937840	0.151165	0.949945	106.703643	10.253262	0.037124	170.310842	-909.689158	170.310842	5.015810	36.500006	2.830000	0.777617	0.276010	-5.418557
589.096355	0.957026	0.177049	0.973265	106.704427	10.220365	0.036561	155.124774	-924.875226	155.124774	5.069354	36.369731	2.830000	0.780543	0.276898	-5.080351
597.582011	0.990080	0.188963	1.007951	106.690551	10.209594	0.036344	139.569326	-940.430674	139.569326	5.110911	36.222001	2.830000	0.781227	0.277190	-5.194630
606.189899	1.027510	0.179611	1.043090	106.648092	10.157449	0.036432	123.706009	-956.293991	123.706009	5.120696	35.720639	2.830000	0.784484	0.278613	-5.767279
614.921780	1.055157	0.148334	1.065532	106.570596	10.012985	0.036639	107.649156	-972.350844	107.649156	5.088289	34.640735	2.830000	0.794633	0.282633	-6.548137
623.779440	1.059868	0.104865	1.065043	106.463646	9.772117	0.036725	91.525847	-988.474153	91.525847	5.019949	33.025890	2.830000	0.813213	0.289599	-7.138794
632.764690	1.038116	0.066657	1.040253	106.344452	9.480283	0.036506	75.420870	-1004.579130	75.420870	4.938112	31.177830	2.830000	0.838096	0.298514	-7.220628
641.879368	0.999248	0.049039	1.000450	106.235944	9.200103	0.035922	59.333418	-1020.666582	59.333418	4.872866	29.477806	2.830000	0.864557	0.307605	-6.711657
651.125339	0.959349	0.057091	0.961046	106.157833	8.978892	0.035047	43.165810	-1036.834190	43.165810	4.850405	28.204861	2.830000	0.887470	0.315184	-5.757519
660.504493	0.932703	0.085669	0.936629	106.117972	8.836316	0.034052	26.748657	-1053.251343	26.748657	4.883097	27.454428	2.830000	0.903398	0.320269	-4.634781
670.018750	0.927693	0.123881	0.935928	106.106747	8.764126	0.033160	9.896971	-1070.103029	9.896971	4.962587	27.126113	2.830000	0.911972	0.322907	-3.651966
679.670056	0.946326	0.158627	0.959529	106.096986	8.727829	0.032561	-7.512452	-1087.512452	-7.512452	5.057378	26.936559	2.830000	0.916328	0.324250	-3.050291
689.460384	0.983811	0.176634	0.999542	106.052210	8.674465	0.032316	-25.464942	-1105.464942	-25.464942	5.120332	26.493217	2.830000	0.922106	0.326245	-2.881586
699.391737	1.027305	0.167886	1.040933	105.943375	8.558365	0.032290	-43.779795	-1123.779795	-43.779795	5.110998	25.492753	2.830000	0.934577	0.330671	-2.926999
709.466146	1.057537	0.132362	1.065788	105.766603	8.374600	0.032228	-62.176902	-1142.176902	-62.176902	5.023138	23.947764	2.830000	0.955190	0.337927	-2.800920
719.685673	1.058426	0.085118	1.061843	105.548687	8.161998	0.031906	-80.421706	-1160.421706	-80.421706	4.893095	22.187665	2.830000	0.980509	0.346729	-2.216087
730.052407	1.029787	0.049510	1.030977	105.334569	7.970122	0.031253	-98.455902	-1178.455902	-98.455902	4.779280	20.612495	2.830000	1.004664	0.355076	-1.148217
740.568469	0.987998	0.041189	0.988856	105.165111	7.829831	0.030346	-116.432728	-1196.432728	-116.432728	4.731732	19.470992	2.830000	1.022863	0.361438	0.217146
751.236010	0.953503	0.059983	0.955388	105.057550	7.746512	0.029353	-134.652771	-1214.652771	-134.652771	4.771272	18.799930	2.830000	1.033459	0.365326	1.619525
762.057212	0.940065	0.094296	0.944782	104.995337	7.704077	0.028464	-153.436433	-1233.436433	-153.436433	4.879680	18.446161	2.830000	1.038298	0.367338	2.830616
773.034288	0.951836	0.128169	0.960426	104.931240	7.671081	0.027808	-172.966174	-1252.966174	-172.966174	4.999792	18.114636	2.830000	1.041811	0.368918	3.743341
784.169484	0.983320	0.146000	0.994099	104.808337	7.614505	0.027378	166.844161	-1273.155839	166.844161	5.057238	17.494680	2.830000	1.048629	0.371659	4.446573
795.465078	1.019453	0.137812	1.028726	104.594874	7.522504	0.027014	146.341384	-1293.658616	146.341384	5.009270	16.472359	2.830000	1.060293	0.376205	5.190533
806.923378	1.040208	0.106842	1.045681	104.308842	7.413837	0.026527	125.924278	-1314.075722	125.924278	4.882953	15.226229	2.830000	1.073955	0.381719	6.195137
818.546731	1.033621	0.071554	1.036095	104.007356	7.318932	0.025835	105.772748	-1334.227252	105.772748	4.755992	14.061254	2.830000	1.084940	0.386668	7.487819
830.337512	1.006453	0.053072	1.007851	103.748815	7.256469	0.024985	85.736271	-1354.263729	85.736271	4.700784	13.183372	2.830000	1.090308	0.389997	8.931530
842.298134	0.977971	0.059109	0.979756	103.557378	7.226535	0.024100	65.436586	-1374.563414	65.436586	4.743396	12.615699	2.830000	1.090237	0.391612	10.347983
854.431043	0.964941	0.081489	0.968376	103.408398	7.214986	0.023297	44.494561	-1395.505439	44.494561	4.850561	12.223222	2.830000	1.087298	0.392239	11.617176
866.738721	0.972975	0.104096	0.978527	103.241548	7.202337	0.022628	22.775788	-1417.224212	22.775788	4.942886	11.791577	2.830000	1.084619	0.392928	12.737923
879.223685	0.995027	0.111828	1.001292	103.002000	7.177144	0.022041	0.511840	-1439.488160	0.511840	4.946173	11.169784	2.830000	1.083552	0.394307	13.827307
891.888489	1.014615	0.099395	1.019472	102.685877	7.145289	0.021429	-21.861970	-1461.861970	-21.861970	4.857961	10.394930	2.830000	1.082581	0.396065	15.017893
904.735724	1.016632	0.077070	1.019550	102.345161	7.122494	0.020729	-44.075020	-1484.075020	-44.075020	4.753165	9.642009	2.830000	1.079053	0.397333	16.336508
917.768017	1.001111	0.063535	1.003125	102.042800	7.118831	0.019964	-66.250245	-1506.250245	-66.250245	4.715863	9.054699	2.830000	1.071767	0.397537	17.701017
930.988035	0.983386	0.068670	0.985781	101.800063	7.132101	0.019208	-88.795573	-1528.795573	-88.795573	4.771698	8.643604	2.830000	1.061710	0.396798	19.007532
944.398480	0.979522	0.085650	0.983260	101.577092	7.151353	0.018524	-112.064199	-1552.064199	-112.064199	4.865900	8.295087	2.830000	1.050951	0.395729	20.211837
958.002097	0.993409	0.097688	0.998201	101.303765	7.166361	0.017911	-136.019165	-1576.019165	-136.019165	4.899646	7.865202	2.830000	1.040785	0.394901	21.362573
971.801667	1.013097	0.091078	1.017183	100.947458	7.177673	0.017308	-160.211877	-1600.211877	-160.211877	4.823987	7.318126	2.830000	1.030482	0.394278	22.552228
985.800014	1.018664	0.068659	1.020975	100.553699	7.195647	0.016661	175.792991	-1624.207009	175.792991	4.701056	6.764074	2.830000	1.018254	0.393293	23.814662
1000.000000	1.001986	0.050998	1.003283	100.206062	7.228553	0.015977	151.956735	-1648.043265	151.956735	4.643211	6.336295	2.830000	1.003379	0.391503	25.093739
1014.404530	0.977888	0.055897	0.979484	99.945171	7.274878	0.015309	127.764959	-1672.235041	127.764959	4.705914	6.066596	2.830000	0.986885	0.389010	26.306539
1029.016551	0.969380	0.079718	0.972652	99.722072	7.324986	0.014709	102.678621	-1697.321379	102.678621	4.831480	5.859788	2.830000	0.970554	0.386349	27.417565
1043.839051	0.986625	0.101060	0.991788	99.430507	7.369488	0.014179	76.704254	-1723.295746	76.704254	4.879457	5.566890	2.830000	0.955284	0.384016	28.476065
1058.875063	1.017159	0.097409	1.021813	99.014731	7.409766	0.013662	50.525820	-1749.474180	50.525820	4.769592	5.140555	2.830000	0.940064	0.381928	29.571655
1074.127661	1.031551	0.066933	1.033720	98.544164	7.456696	0.013110	24.831116	-1775.168884	24.831116	4.592894	4.696674	2.830000	0.923252	0.379525	30.728870
1089.599965	1.012510	0.037926	1.013220	98.146784	7.517526	0.012531	-0.449264	-1800.449264	-0.449264	4.510549	4.374407	2.830000	0.904594	0.376454	31.886754
