Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
54.065379	0.003064	0.399985	0.399997	88.508453	31.109441	0.591564	98.595417	98.595417	98.595417	4.569549	3.192339	2.830000	0.134720	0.090969	58.446193
54.844166	0.003244	0.407698	0.407711	88.808882	34.487936	0.585739	97.311098	97.311098	97.311098	4.592407	3.643538	2.830000	0.126491	0.082058	56.996153
55.634170	0.003439	0.415640	0.415654	89.110916	38.669325	0.579751	96.001623	96.001623	96.001623	4.616362	4.144271	2.830000	0.119217	0.073185	54.857338
56.435554	0.003649	0.423823	0.423839	89.414597	43.903877	0.573596	94.666208	94.666208	94.666208	4.641472	4.690327	2.830000	0.112967	0.064459	51.737064
57.248482	0.003876	0.432259	0.432276	89.719966	50.481441	0.567268	93.304034	93.304034	93.304034	4.667794	5.272580	2.830000	0.107812	0.056060	47.190867
58.073119	0.004121	0.440962	0.440981	90.027068	58.602680	0.560763	91.914235	91.914235	91.914235	4.695391	5.876147	2.830000	0.103827	0.048291	40.560555
58.909635	0.004387	0.449947	0.449969	90.335942	67.924160	0.554073	90.495905	90.495905	90.495905	4.724329	6.480369	2.830000	0.101085	0.041664	30.983611
59.758201	0.004677	0.459230	0.459254	90.646630	76.525784	0.547193	89.048091	89.048091	89.048091	4.754676	7.060078	2.830000	0.099666	0.036981	17.764282
60.618990	0.004991	0.468829	0.468855	90.959173	80.344800	0.540118	87.569790	87.569790	87.569790	4.786502	7.588320	2.830000	0.099647	0.035223	1.501326
61.492178	0.005335	0.478761	0.478791	91.273607	76.490817	0.532841	86.059948	86.059948	86.059948	4.819882	8.040170	2.830000	0.101109	0.036998	-15.057752
62.377944	0.005709	0.489049	0.489082	91.589970	67.344146	0.525355	84.517454	84.517454	84.517454	4.854894	8.396697	2.830000	0.104132	0.042023	-28.882943
63.276469	0.006119	0.499714	0.499751	91.908297	57.224064	0.517653	82.941141	82.941141	82.941141	4.891618	8.647866	2.830000	0.108797	0.049455	-38.980709
64.187937	0.006569	0.510781	0.510823	92.228620	48.376831	0.509729	81.329778	81.329778	81.329778	4.930139	8.793509	2.830000	0.115185	0.058499	-45.912293
65.112534	0.007062	0.522277	0.522325	92.550965	41.241902	0.501574	79.682071	79.682071	79.682071	4.970541	8.842215	2.830000	0.123376	0.068620	-50.555942
66.050449	0.007606	0.534232	0.534286	92.875358	35.602301	0.493181	77.996657	77.996657	77.996657	5.012914	8.808766	2.830000	0.133449	0.079489	-53.613719
67.001875	0.008206	0.546678	0.546739	93.201818	31.129653	0.484542	76.272100	76.272100	76.272100	5.057350	8.711074	2.830000	0.145480	0.090910	-55.565398
67.967006	0.008871	0.559651	0.559722	93.530359	27.540556	0.475648	74.506891	74.506891	74.506891	5.103941	8.567460	2.830000	0.159543	0.102758	-56.727057
68.946038	0.009607	0.573192	0.573273	93.860987	24.619652	0.466492	72.699439	72.699439	72.699439	5.152781	8.394736	2.830000	0.175706	0.114949	-57.307787
69.939174	0.010427	0.587346	0.587438	94.193702	22.209102	0.457064	70.848072	70.848072	70.848072	5.203966	8.207172	2.830000	0.194031	0.127425	-57.448461
70.946615	0.011341	0.602161	0.602268	94.528493	20.193795	0.447355	68.951033	68.951033	68.951033	5.257589	8.016160	2.830000	0.214574	0.140142	-57.246127
71.968567	0.012364	0.617693	0.617817	94.865341	18.489165	0.437355	67.006476	67.006476	67.006476	5.313743	7.830353	2.830000	0.237382	0.153063	-56.769137
73.005241	0.013512	0.634004	0.634148	95.204212	17.032331	0.427057	65.012465	65.012465	65.012465	5.372517	7.656051	2.830000	0.262489	0.166155	-56.066630
74.056847	0.014804	0.651164	0.651333	95.545059	15.775888	0.416449	62.966969	62.966969	62.966969	5.433997	7.497662	2.830000	0.289917	0.179388	-55.174574
75.123601	0.016265	0.669253	0.669451	95.887821	14.683605	0.405523	60.867866	60.867866	60.867866	5.498259	7.358160	2.830000	0.319674	0.192732	-54.119711
76.205721	0.017922	0.688359	0.688592	96.232415	13.727420	0.394270	58.712937	58.712937	58.712937	5.565372	7.239480	2.830000	0.351745	0.206157	-52.922195
77.303429	0.019809	0.708585	0.708861	96.578742	12.885333	0.382679	56.499872	56.499872	56.499872	5.635391	7.142846	2.830000	0.386098	0.219630	-51.597381
78.416948	0.021968	0.730046	0.730376	96.926675	12.139901	0.370742	54.226270	54.226270	54.226270	5.708355	7.069026	2.830000	0.422671	0.233116	-50.157076
79.546508	0.024447	0.752877	0.753274	97.276065	11.477156	0.358452	51.889644	51.889644	51.889644	5.784283	7.018523	2.830000	0.461376	0.246577	-48.610436
80.692338	0.027309	0.777231	0.777711	97.626732	10.885810	0.345800	49.487428	49.487428	49.487428	5.863166	6.991729	2.830000	0.502092	0.259971	-46.964608
81.854673	0.030630	0.803288	0.803872	97.978461	10.356676	0.332781	47.016987	47.016987	47.016987	5.944966	6.989030	2.830000	0.544658	0.273254	-45.225219
83.033751	0.034506	0.831254	0.831970	98.331005	9.882224	0.319390	44.475631	44.475631	44.475631	6.029607	7.010889	2.830000	0.588873	0.286373	-43.396738
84.229813	0.039055	0.861374	0.862259	98.684074	9.456254	0.305625	41.860632	41.860632	41.860632	6.116965	7.057915	2.830000	0.634491	0.299273	-41.482774
85.443104	0.044429	0.893932	0.895036	99.037335	9.073648	0.291485	39.169244	39.169244	39.169244	6.206867	7.130917	2.830000	0.681212	0.311892	-39.486306
86.673872	0.050823	0.929269	0.930657	99.390408	8.730169	0.276975	36.398732	36.398732	36.398732	6.299073	7.230944	2.830000	0.728686	0.324163	-37.409886
87.922369	0.058488	0.967785	0.969551	99.742861	8.422315	0.262102	33.546406	33.546406	33.546406	6.393276	7.359337	2.830000	0.776500	0.336012	-35.255813
89.188849	0.067752	1.009963	1.012233	100.094206	8.147207	0.246878	30.609660	30.609660	30.609660	6.489084	7.517769	2.830000	0.824188	0.347358	-33.026292
90.473572	0.079053	1.056380	1.059334	100.443901	7.902492	0.231323	27.586020	27.586020	27.586020	6.586016	7.708290	2.830000	0.871217	0.358115	-30.723591
91.776802	0.092975	1.107735	1.111630	100.791341	7.686279	0.215464	24.473196	24.473196	24.473196	6.683492	7.933388	2.830000	0.917001	0.368189	-28.350195
93.098803	0.110313	1.164870	1.170082	101.135862	7.497082	0.199339	21.269146	21.269146	21.269146	6.780825	8.196037	2.830000	0.960897	0.377480	-25.908957
94.439848	0.132166	1.228807	1.235894	101.476739	7.333780	0.182998	17.972146	17.972146	17.972146	6.877215	8.499775	2.830000	1.002215	0.385886	-23.403267
95.800210	0.160080	1.300772	1.310585	101.813187	7.195591	0.166509	14.580865	14.580865	14.580865	6.971751	8.848779	2.830000	1.040231	0.393296	-20.837222
97.180167	0.196259	1.382222	1.396086	102.144368	7.082047	0.149961	11.094442	11.094442	11.094442	7.063408	9.247956	2.830000	1.074201	0.399602	-18.215811
98.580001	0.243911	1.474829	1.494863	102.469395	6.992986	0.133476	7.512572	7.512572	7.512572	7.151057	9.703047	2.830000	1.103382	0.404691	-15.545116
100.000000	0.307778	1.580373	1.610064	102.787342	6.928541	0.117220	3.835584	3.835584	3.835584	7.233484	10.220743	2.830000	1.127058	0.408455	-12.832520
101.440453	0.394985	1.700399	1.745671	103.097255	6.889150	0.101436	0.064521	0.064521	0.064521	7.309407	10.808810	2.830000	1.144569	0.410791	-10.086940
102.901655	0.516327	1.835306	1.906552	103.398169	6.875554	0.086481	-3.798796	-3.798796	-3.798796	7.377508	11.476229	2.830000	1.155346	0.411603	-7.319067
104.383905	0.688067	1.982125	2.098155	103.689126	6.888818	0.072914	-7.751718	-7.751718	-7.751718	7.436475	12.233326	2.830000	1.158944	0.410811	-4.541627
105.887506	0.933729	2.129391	2.325114	103.969192	6.930342	0.061616	-11.790733	-11.790733	-11.790733	7.485045	13.091897	2.830000	1.155077	0.408349	-1.769663
107.412766	1.283039	2.246401	2.586988	104.237487	7.001888	0.053854	-15.911466	-15.911466	-15.911466	7.522055	14.065294	2.830000	1.143653	0.404177	0.979168
108.959997	1.758424	2.265531	2.867871	104.493201	7.105601	0.050940	-20.108705	-20.108705	-20.108705	7.546497	15.168438	2.830000	1.124796	0.398277	3.684262
110.529514	2.329591	2.072672	3.118167	104.735621	7.244030	0.053231	-24.376461	-24.376461	-24.376461	7.557573	16.417716	2.830000	1.098864	0.390667	6.321711
112.121640	2.841865	1.566579	3.245052	104.964156	7.420143	0.059634	-28.708063	-28.708063	-28.708063	7.554736	17.830654	2.830000	1.066455	0.381394	8.863900
113.736699	3.051356	0.821692	3.160055	105.178350	7.637320	0.068492	-33.096287	-33.096287	-33.096287	7.537735	19.425287	2.830000	1.028400	0.370549	11.279061
115.375023	2.870520	0.114849	2.872816	105.377906	7.899309	0.078471	-37.533515	-37.533515	-37.533515	7.506635	21.219040	2.830000	0.985733	0.358259	13.530784
117.036946	2.463989	-0.346180	2.488189	105.562688	8.210110	0.088706	-42.011914	-42.011914	-42.011914	7.461825	23.226947	2.830000	0.939661	0.344697	15.577519
118.722808	2.029845	-0.560683	2.105858	105.732731	8.573747	0.098665	-46.523626	-46.523626	-46.523626	7.404010	25.458997	2.830000	0.891510	0.330077	17.372121
120.432955	1.661787	-0.616874	1.772588	105.888237	8.993830	0.108015	-51.060969	-51.060969	-51.060969	7.334184	27.916438	2.830000	0.842671	0.314660	18.861594
122.167735	1.376114	-0.591114	1.497700	106.029568	9.472832	0.116542	-55.616620	-55.616620	-55.616620	7.253583	30.587028	2.830000	0.794537	0.298749	19.987301
123.927504	1.160838	-0.528578	1.275516	106.157229	10.010910	0.124108	-60.183783	-60.183783	-60.183783	7.163638	33.439549	2.830000	0.748440	0.282692	20.686120
125.712621	0.999369	-0.452375	1.096988	106.271855	10.604148	0.130628	-64.756337	-64.756337	-64.756337	7.065908	36.418446	2.830000	0.705600	0.266877	20.893306
127.523453	0.877666	-0.373493	0.953831	106.374182	11.242181	0.136056	-69.328946	-69.328946	-69.328946	6.962020	39.440199	2.830000	0.667073	0.251731	20.548094
129.360368	0.785276	-0.296831	0.839504	106.465030	11.905433	0.140374	-73.897131	-73.897131	-73.897131	6.853607	42.393658	2.830000	0.633719	0.237707	19.603204
131.223743	0.714748	-0.224337	0.749127	106.545272	12.562823	0.143590	-78.457317	-78.457317	-78.457317	6.742251	45.146626	2.830000	0.606173	0.225268	18.038793
133.113960	0.660823	-0.156568	0.679118	106.615816	13.171625	0.145730	-83.006839	-83.006839	-83.006839	6.629442	47.559802	2.830000	0.584838	0.214856	15.879535
135.031404	0.619796	-0.093451	0.626802	106.677576	13.681636	0.146839	-87.543917	-87.543917	-87.543917	6.516537	49.506677	2.830000	0.569886	0.206847	13.210018
136.976468	0.589038	-0.034655	0.590057	106.731455	14.044787	0.146972	-92.067613	-92.067613	-92.067613	6.404737	50.894814	2.830000	0.561263	0.201498	10.180036
138.949549	0.566681	0.020230	0.567042	106.778328	14.228024	0.146196	-96.577763	-96.577763	-96.577763	6.295076	51.682133	2.830000	0.558710	0.198903	6.991629
140.951052	0.551395	0.071602	0.556024	106.819027	14.223594	0.144590	-101.074900	-101.074900	-101.074900	6.188411	51.882806	2.830000	0.561789	0.198965	3.867119
142.981386	0.542242	0.119803	0.555319	106.854326	14.050816	0.142235	-105.560164	-105.560164	-105.560164	6.085426	51.561198	2.830000	0.569907	0.201412	1.008917
145.040966	0.538574	0.165097	0.563311	106.884940	13.748517	0.139222	-110.035212	-110.035212	-110.035212	5.986641	50.816772	2.830000	0.582346	0.205840	-1.432383
147.130213	0.539957	0.207659	0.578512	106.911512	13.362995	0.135647	-114.502125	-114.502125	-114.502125	5.892422	49.765525	2.830000	0.598297	0.211779	-3.370910
149.249555	0.546119	0.247555	0.599608	106.934615	12.937605	0.131610	-118.963318	-118.963318	-118.963318	5.802998	48.523281	2.830000	0.616887	0.218742	-4.780221
151.399424	0.556907	0.284737	0.625476	106.954748	12.507029	0.127214	-123.421461	-123.421461	-123.421461	5.718474	47.193972	2.830000	0.637210	0.226273	-5.678008
153.580262	0.572248	0.319022	0.655166	106.972338	12.095925	0.122568	-127.879393	-127.879393	-127.879393	5.638851	45.863567	2.830000	0.658355	0.233963	-6.109190
155.792513	0.592106	0.350076	0.687854	106.987742	11.720159	0.117783	-132.340054	-132.340054	-132.340054	5.564036	44.598608	2.830000	0.679434	0.241464	-6.132195
158.036631	0.616435	0.377397	0.722787	107.001249	11.388961	0.112976	-136.806422	-136.806422	-136.806422	5.493866	43.447717	2.830000	0.699604	0.248486	-5.809747
160.313075	0.645116	0.400296	0.759217	107.013086	11.107040	0.108263	-141.281452	-141.281452	-141.281452	5.428112	42.444557	2.830000	0.718093	0.254793	-5.203598
162.622309	0.677874	0.417897	0.796336	107.023424	10.876273	0.103761	-145.768025	-145.768025	-145.768025	5.366499	41.611139	2.830000	0.734222	0.260199	-4.372042
164.964807	0.714181	0.429161	0.833207	107.032378	10.696914	0.099586	-150.268909	-150.268909	-150.268909	5.308716	40.960866	2.830000	0.747417	0.264562	-3.369192
167.341048	0.753137	0.432950	0.868712	107.040022	10.568382	0.095845	-154.786717	-154.786717	-154.786717	5.254422	40.500993	2.830000	0.757235	0.267780	-2.245215
169.751517	0.793360	0.428162	0.901522	107.046385	10.489752	0.092630	-159.323876	-159.323876	-159.323876	5.203263	40.234415	2.830000	0.763370	0.269787	-1.047077
172.196708	0.832913	0.413934	0.930100	107.051466	10.460012	0.090015	-163.882607	-163.882607	-163.882607	5.154875	40.160808	2.830000	0.765665	0.270554	0.180522
174.677121	0.869330	0.389933	0.952776	107.055238	10.478156	0.088042	-168.464901	-168.464901	-168.464901	5.108894	40.277153	2.830000	0.764116	0.270086	1.394199
177.193263	0.899793	0.356648	0.967897	107.057654	10.543142	0.086722	-173.072508	-173.072508	-173.072508	5.064964	40.577716	2.830000	0.758878	0.268421	2.551011
179.745648	0.921492	0.315626	0.974047	107.058657	10.653729	0.086027	-177.706932	-177.706932	-177.706932	5.022741	41.053515	2.830000	0.750256	0.265635	3.607784
182.334800	0.932132	0.269495	0.970308	107.058182	10.808184	0.085897	177.630573	-182.369427	177.630573	4.981903	41.691326	2.830000	0.738698	0.261839	4.520725
184.961247	0.930435	0.221707	0.956485	107.056171	11.003852	0.086243	172.938989	-187.061011	172.938989	4.942156	42.472310	2.830000	0.724779	0.257183	5.245498
187.625527	0.916463	0.176010	0.933212	107.052571	11.236556	0.086956	168.217532	-191.782468	168.217532	4.903236	43.370391	2.830000	0.709183	0.251857	5.737968
190.328185	0.891611	0.135817	0.901896	107.047350	11.499861	0.087918	163.465621	-196.534379	163.465621	4.864918	44.350627	2.830000	0.692675	0.246090	5.955901
193.069773	0.858282	0.103685	0.864522	107.040495	11.784242	0.089008	158.682861	-201.317139	158.682861	4.827017	45.368000	2.830000	0.676074	0.240151	5.861942
195.850852	0.819365	0.081059	0.823365	107.032023	12.076332	0.090113	153.869003	-206.130997	153.869003	4.789396	46.367185	2.830000	0.660216	0.234343	5.428120
198.671992	0.777734	0.068307	0.780728	107.021982	12.358549	0.091130	149.023912	-210.976088	149.023912	4.751963	47.283980	2.830000	0.645920	0.228991	4.641838
201.533769	0.735878	0.064957	0.738740	107.010460	12.609568	0.091967	144.147514	-215.852486	144.147514	4.714680	48.049012	2.830000	0.633951	0.224433	3.512719
204.436768	0.695727	0.070012	0.699241	106.997583	12.806082	0.092549	139.239757	-220.760243	139.239757	4.677559	48.593926	2.830000	0.624987	0.220989	2.078774
207.381584	0.658633	0.082233	0.663747	106.983519	12.926024	0.092814	134.300549	-225.699451	134.300549	4.640661	48.859552	2.830000	0.619579	0.218938	0.409458
210.368818	0.625453	0.100354	0.633453	106.968479	12.952761	0.092717	129.329705	-230.670295	129.329705	4.604098	48.804606	2.830000	0.618132	0.218486	-1.396898
213.399082	0.596665	0.123206	0.609252	106.952714	12.878948	0.092225	124.326893	-235.673107	124.326893	4.568027	48.412841	2.830000	0.620876	0.219738	-3.222542
216.472995	0.572484	0.149779	0.591753	106.936515	12.708496	0.091322	119.291570	-240.708430	119.291570	4.532648	47.696527	2.830000	0.627855	0.222686	-4.945169
219.591187	0.552970	0.179233	0.581292	106.920207	12.455689	0.090001	114.222932	-245.777068	114.222932	4.498196	46.695090	2.830000	0.638916	0.227205	-6.454163
222.754295	0.538105	0.210890	0.577954	106.904144	12.141866	0.088270	109.119859	-250.880141	109.119859	4.464939	45.469243	2.830000	0.653719	0.233078	-7.663449
225.962966	0.527844	0.244199	0.581595	106.888704	11.791078	0.086150	103.980864	-256.019136	103.980864	4.433165	44.092272	2.830000	0.671742	0.240012	-8.517907
229.217857	0.522165	0.278709	0.591891	106.874277	11.426271	0.083671	98.804058	-261.195942	98.804058	4.403177	42.640825	2.830000	0.692303	0.247675	-8.993222
232.519632	0.521084	0.314028	0.608393	106.861256	11.066874	0.080874	93.587110	-266.412890	93.587110	4.375284	41.187188	2.830000	0.714591	0.255718	-9.091166
235.868968	0.524680	0.349788	0.630588	106.850029	10.727870	0.077813	88.327226	-271.672774	88.327226	4.349790	39.794161	2.830000	0.737697	0.263799	-8.832961
239.266550	0.533094	0.385605	0.657936	106.840965	10.419934	0.074552	83.021138	-276.978862	83.021138	4.326986	38.512681	2.830000	0.760654	0.271595	-8.252770
242.713072	0.546533	0.421030	0.689902	106.834399	10.150148	0.071165	77.665102	-282.334898	77.665102	4.307134	37.381664	2.830000	0.782484	0.278814	-7.392449
246.209240	0.565256	0.455508	0.725949	106.830620	9.922884	0.067736	72.254916	-287.745084	72.254916	4.290463	36.429258	2.830000	0.802243	0.285199	-6.297854
249.755769	0.589540	0.488317	0.765514	106.829861	9.740622	0.064359	66.785951	-293.214049	66.785951	4.277149	35.674760	2.830000	0.819067	0.290536	-5.016601
253.353383	0.619626	0.518516	0.807958	106.832277	9.604609	0.061136	61.253205	-298.746795	61.253205	4.267311	35.130572	2.830000	0.832217	0.294650	-3.596938
257.002820	0.655631	0.544887	0.852499	106.837939	9.515323	0.058172	55.651370	-304.348630	55.651370	4.260992	34.803843	2.830000	0.841126	0.297415	-2.087407
260.704825	0.697401	0.565909	0.898121	106.846819	9.472749	0.055569	49.974931	-310.025069	49.974931	4.258154	34.697527	2.830000	0.845430	0.298752	-0.536989
264.460155	0.744322	0.579783	0.943485	106.858782	9.476478	0.053419	44.218273	-315.781727	44.218273	4.258663	34.810751	2.830000	0.845005	0.298634	1.004529
268.269580	0.795084	0.584567	0.986852	106.873574	9.525638	0.051788	38.375825	-321.624175	38.375825	4.262281	35.138395	2.830000	0.839982	0.297093	2.486220
272.133877	0.847470	0.578466	1.026074	106.890825	9.618635	0.050706	32.442213	-327.557787	32.442213	4.268662	35.669880	2.830000	0.830759	0.294221	3.855978
276.053838	0.898264	0.560308	1.058690	106.910047	9.752720	0.050160	26.412433	-333.587567	26.412433	4.277351	36.387190	2.830000	0.817995	0.290175	5.061125
280.030263	0.943459	0.530150	1.082208	106.930645	9.923354	0.050090	20.282031	-339.717969	20.282031	4.287788	37.262349	2.830000	0.802581	0.285186	6.050078
284.063968	0.978857	0.489795	1.094559	106.951930	10.123437	0.050398	14.047287	-345.952713	14.047287	4.299320	38.254829	2.830000	0.785599	0.279549	6.775571
288.155776	1.001027	0.442919	1.094638	106.973142	10.342536	0.050962	7.705380	-352.294620	7.705380	4.311225	39.309789	2.830000	0.768259	0.273627	7.199850
292.306525	1.008286	0.394572	1.082741	106.993484	10.566420	0.051648	1.254527	-358.745473	1.254527	4.322741	40.358422	2.830000	0.751811	0.267830	7.301923
296.517063	1.001240	0.350128	1.060694	107.012157	10.777372	0.052326	-5.305926	-365.305926	-5.305926	4.333110	41.321874	2.830000	0.737446	0.262587	7.086092
300.788252	0.982605	0.314108	1.031590	107.028407	10.955797	0.052879	-11.975477	-371.975477	-11.975477	4.341622	42.119664	2.830000	0.726190	0.258311	6.589705
305.120965	0.956415	0.289381	0.999235	107.041570	11.083345	0.053212	-18.752524	-378.752524	-18.752524	4.347675	42.682081	2.830000	0.718796	0.255338	5.886720
309.516090	0.927052	0.276983	0.967546	107.051117	11.147027	0.053254	-25.634507	-385.634507	-25.634507	4.350817	42.963918	2.830000	0.715653	0.253879	5.083513
313.974523	0.898491	0.276441	0.940056	107.056699	11.142891	0.052963	-32.618145	-392.618145	-32.618145	4.350802	42.955287	2.830000	0.716717	0.253974	4.305453
318.497179	0.873922	0.286297	0.919623	107.058173	11.077611	0.052326	-39.699749	-399.699749	-39.699749	4.347613	42.685443	2.830000	0.721493	0.255470	3.676830
323.084981	0.855716	0.304596	0.908311	107.055620	10.967154	0.051362	-46.875606	-406.875606	-46.875606	4.341478	42.218067	2.830000	0.729051	0.258043	3.300278
327.738869	0.845570	0.329198	0.907392	107.049345	10.833229	0.050118	-54.142382	-414.142382	-54.142382	4.332856	41.639895	2.830000	0.738107	0.261233	3.242083
332.459793	0.844708	0.357909	0.917404	107.039857	10.699161	0.048676	-61.497520	-421.497520	-61.497520	4.322410	41.046866	2.830000	0.747137	0.264507	3.526489
337.248720	0.854049	0.388459	0.938244	107.027828	10.586666	0.047141	-68.939589	-428.939589	-68.939589	4.310941	40.531914	2.830000	0.754536	0.267317	4.137943
342.106630	0.874288	0.418379	0.969238	107.014048	10.514141	0.045641	-76.468545	-436.468545	-76.468545	4.299328	40.176703	2.830000	0.758796	0.269161	5.027763
347.034515	0.905836	0.444814	1.009158	106.999355	10.496227	0.044315	-84.085867	-444.085867	-84.085867	4.288438	40.047351	2.830000	0.758676	0.269621	6.121704
352.033384	0.948591	0.464332	1.056139	106.984574	10.544069	0.043298	-91.794570	-451.794570	-91.794570	4.279057	40.192700	2.830000	0.753364	0.268397	7.326191
357.104260	1.001479	0.472844	1.107493	106.970455	10.665630	0.042696	-99.599065	-459.599065	-99.599065	4.271817	40.643132	2.830000	0.742596	0.265338	8.532538
362.248179	1.061764	0.465806	1.159447	106.957617	10.865544	0.042572	-107.504907	-467.504907	-107.504907	4.267144	41.408045	2.830000	0.726727	0.260456	9.619698
367.466194	1.124297	0.439004	1.206967	106.946517	11.144049	0.042924	-115.518438	-475.518438	-115.518438	4.265232	42.470749	2.830000	0.706734	0.253947	10.457064
372.759372	1.181169	0.390111	1.243924	106.937438	11.494654	0.043686	-123.646386	-483.646386	-123.646386	4.266049	43.780666	2.830000	0.684157	0.246201	10.909870
378.128796	1.222578	0.320760	1.263956	106.930493	11.900425	0.044741	-131.895460	-491.895460	-131.895460	4.269361	45.244770	2.830000	0.660960	0.237807	10.850777
383.575563	1.239465	0.238011	1.262110	106.925665	12.329680	0.045941	-140.272015	-500.272015	-140.272015	4.274806	46.723286	2.830000	0.639334	0.229527	10.181656
389.100789	1.227160	0.153536	1.236728	106.922852	12.733648	0.047132	-148.781841	-508.781841	-148.781841	4.281969	48.037599	2.830000	0.621439	0.222246	8.867168
394.705603	1.187771	0.080082	1.190467	106.921928	13.050841	0.048168	-157.430125	-517.430125	-157.430125	4.290490	48.997890	2.830000	0.609130	0.216844	6.973363
400.391152	1.129349	0.027137	1.129675	106.922803	13.222260	0.048929	-166.221614	-526.221614	-166.221614	4.300151	49.449789	2.830000	0.603685	0.214033	4.690620
406.158599	1.062496	-0.001431	1.062497	106.925452	13.214231	0.049325	-175.160962	-535.160962	-175.160962	4.310948	49.324492	2.830000	0.605588	0.214163	2.313217
412.009123	0.996876	-0.006866	0.996900	106.929928	13.035139	0.049308	175.746799	-544.253201	175.746799	4.323113	48.666686	2.830000	0.614406	0.217105	0.167075
417.943921	0.939395	0.006554	0.939418	106.936319	12.732613	0.048869	166.495768	-553.504232	166.495768	4.337072	47.622952	2.830000	0.628796	0.222264	-1.482640
423.964207	0.894086	0.033520	0.894714	106.944664	12.373446	0.048045	157.078817	-562.921183	157.078817	4.353332	46.397035	2.830000	0.646652	0.228716	-2.494165
430.071212	0.862817	0.068856	0.865560	106.954834	12.021447	0.046915	147.487534	-572.512466	147.487534	4.372307	45.196269	2.830000	0.665388	0.235413	-2.859117
436.266186	0.846084	0.107905	0.852937	106.966386	11.724728	0.045597	137.712610	-582.287390	137.712610	4.394091	44.191262	2.830000	0.682333	0.241370	-2.675072
442.550395	0.843510	0.146434	0.856126	106.978448	11.512928	0.044240	127.744769	-592.255231	127.744769	4.418244	43.495679	2.830000	0.695173	0.245811	-2.108015
448.925126	0.853975	0.180399	0.872822	106.989656	11.399219	0.043004	117.576216	-602.423784	117.576216	4.443624	43.160327	2.830000	0.702385	0.248263	-1.360820
455.391681	0.875379	0.205811	0.899248	106.998206	11.382458	0.042032	107.202429	-612.797571	107.202429	4.468360	43.172384	2.830000	0.703573	0.248628	-0.649472
461.951385	0.904164	0.218958	0.930299	107.002050	11.447412	0.041419	96.623932	-623.376068	96.623932	4.490014	43.454623	2.830000	0.699622	0.247217	-0.180485
468.605578	0.934908	0.217222	0.959812	106.999252	11.563523	0.041182	85.847507	-634.152493	85.847507	4.505986	43.866987	2.830000	0.692599	0.244735	-0.121062
475.355621	0.960567	0.200480	0.981265	106.988453	11.685162	0.041252	74.886235	-645.113765	74.886235	4.514123	44.220349	2.830000	0.685358	0.242187	-0.558110
482.202895	0.973994	0.172438	0.989141	106.969371	11.758284	0.041491	63.757902	-656.242098	63.757902	4.513407	44.314173	2.830000	0.680909	0.240681	-1.455339
489.148802	0.970587	0.140643	0.980724	106.943168	11.736462	0.041725	52.481626	-667.518374	52.481626	4.504540	43.998233	2.830000	0.681673	0.241129	-2.635795
496.194760	0.950569	0.114306	0.957417	106.912570	11.600708	0.041794	41.073156	-678.926844	41.073156	4.490183	43.234373	2.830000	0.688846	0.243951	-3.820507
503.342213	0.919057	0.100924	0.924582	106.881599	11.369149	0.041580	29.539798	-690.460202	29.539798	4.474727	42.119718	2.830000	0.702051	0.248919	-4.721225
510.592621	0.883811	0.103957	0.889904	106.854936	11.088055	0.041029	17.876249	-702.123751	17.876249	4.463563	40.852572	2.830000	0.719397	0.255230	-5.138555
517.947468	0.852456	0.122718	0.861244	106.836962	10.811898	0.040160	6.062585	-713.937415	6.062585	4.461999	39.662834	2.830000	0.737916	0.261749	-5.012593
525.408258	0.830809	0.153725	0.844912	106.830665	10.586629	0.039061	-5.934661	-725.934661	-5.934661	4.473999	38.746938	2.830000	0.754264	0.267318	-4.416779
532.976517	0.822535	0.192130	0.844676	106.836624	10.442225	0.037874	-18.157897	-738.157897	-18.157897	4.500959	38.229452	2.830000	0.765524	0.271015	-3.522091
540.653794	0.829415	0.232521	0.861392	106.852328	10.391376	0.036781	-30.650444	-750.650444	-30.650444	4.540764	38.146987	2.830000	0.769958	0.272341	-2.557884
548.441658	0.851531	0.269160	0.893058	106.872116	10.429062	0.035958	-43.446018	-763.446018	-43.446018	4.587442	38.440313	2.830000	0.767572	0.271357	-1.775478
556.341702	0.886969	0.296110	0.935091	106.888015	10.530587	0.035523	-56.557855	-776.557855	-56.557855	4.631861	38.949872	2.830000	0.760309	0.268741	-1.404191
564.355543	0.931139	0.307895	0.980724	106.891529	10.650573	0.035493	-69.971029	-789.971029	-69.971029	4.663807	39.428867	2.830000	0.751680	0.265713	-1.588270
572.484820	0.976405	0.301191	1.021804	106.876114	10.730241	0.035761	-83.642250	-803.642250	-83.642250	4.675257	39.600150	2.830000	0.745777	0.263741	-2.314746
580.731195	1.013277	0.277244	1.050521	106.839524	10.718693	0.036142	-97.509964	-817.509964	-97.509964	4.663757	39.262009	2.830000	0.745889	0.264025	-3.381411
589.096355	1.033933	0.243152	1.062140	106.784987	10.599218	0.036442	-111.513404	-831.513404	-111.513404	4.634192	38.389539	2.830000	0.753321	0.267001	-4.462984
